sequence_record_id,associated_pathogen_record_id,associated_rodent_record_id,study_id,sequenceType,virus_clean,matched_virus,original_name,accession_number,country,eventDate,species,host_genus,gbif_id,coordinate_resolution,decimalLatitude,decimalLongitude,n_assayed,n_positive,n_negative,version
584,david_14792,david_7854,david_50,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,MK192290,China,2015/2017,Rattus norvegicus,Rattus,2439261.0,county,25.7177,101.8611,92.0,15.0,77.0,v2
585,david_14792,david_7854,david_50,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,MK192291,China,2015/2017,Rattus norvegicus,Rattus,2439261.0,county,25.7177,101.8611,92.0,15.0,77.0,v2
586,david_14792,david_7854,david_50,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,MK192292,China,2015/2017,Rattus norvegicus,Rattus,2439261.0,county,25.7177,101.8611,92.0,15.0,77.0,v2
587,david_14792,david_7854,david_50,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,MK192293,China,2015/2017,Rattus norvegicus,Rattus,2439261.0,county,25.7177,101.8611,92.0,15.0,77.0,v2
588,david_14792,david_7854,david_50,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,MK177225,China,2015/2017,Rattus norvegicus,Rattus,2439261.0,county,25.7177,101.8611,92.0,15.0,77.0,v2
589,david_14792,david_7854,david_50,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,MK177226,China,2015/2017,Rattus norvegicus,Rattus,2439261.0,county,25.7177,101.8611,92.0,15.0,77.0,v2
590,david_14792,david_7854,david_50,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,MK177227,China,2015/2017,Rattus norvegicus,Rattus,2439261.0,county,25.7177,101.8611,92.0,15.0,77.0,v2
591,david_14792,david_7854,david_50,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,MK177228,China,2015/2017,Rattus norvegicus,Rattus,2439261.0,county,25.7177,101.8611,92.0,15.0,77.0,v2
592,david_14792,david_7854,david_50,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,MK177229,China,2015/2017,Rattus norvegicus,Rattus,2439261.0,county,25.7177,101.8611,92.0,15.0,77.0,v2
593,,,david_52,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,ON110130,,,,,,,,,,,,v2
594,,,david_52,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,ON110131,,,,,,,,,,,,v2
595,,,david_52,Pathogen,Mammarenavirus piritalense,Mammarenavirus piritalense,Mammarenavirus wenzhouense,ON110132,,,,,,,,,,,,v2
596,,,david_52,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,ON110133,,,,,,,,,,,,v2
597,,,david_52,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,ON110134,,,,,,,,,,,,v2
598,,,david_52,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,ON110135,,,,,,,,,,,,v2
599,,,david_52,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,ON110136,,,,,,,,,,,,v2
600,david_15191,david_8113,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340822,China,2012,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,34.0,26.0,8.0,v2
601,david_15191,david_8113,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340823,China,2012,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,34.0,26.0,8.0,v2
602,david_15191,david_8113,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340824,China,2012,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,34.0,26.0,8.0,v2
603,david_15191,david_8113,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340825,China,2012,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,34.0,26.0,8.0,v2
604,david_15191,david_8113,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340826,China,2012,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,34.0,26.0,8.0,v2
605,david_15191,david_8113,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340827,China,2012,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,34.0,26.0,8.0,v2
606,david_15191,david_8113,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340828,China,2012,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,34.0,26.0,8.0,v2
607,david_15191,david_8113,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340829,China,2012,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,34.0,26.0,8.0,v2
608,david_15191,david_8113,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340830,China,2012,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,34.0,26.0,8.0,v2
609,david_15223,david_8145,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340831,China,2013,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,27.0,4.0,23.0,v2
610,david_15223,david_8145,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340832,China,2013,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,27.0,4.0,23.0,v2
611,david_15223,david_8145,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340833,China,2013,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,27.0,4.0,23.0,v2
612,david_15223,david_8145,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340834,China,2013,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,27.0,4.0,23.0,v2
613,david_15223,david_8145,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340835,China,2013,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,27.0,4.0,23.0,v2
614,david_15223,david_8145,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340836,China,2013,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,27.0,4.0,23.0,v2
615,david_15223,david_8145,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340837,China,2013,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,27.0,4.0,23.0,v2
616,david_15223,david_8145,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340838,China,2013,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,27.0,4.0,23.0,v2
617,david_15223,david_8145,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340839,China,2013,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,27.0,4.0,23.0,v2
618,david_15223,david_8145,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340840,China,2013,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,27.0,4.0,23.0,v2
619,david_15255,david_8177,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340841,China,2014,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,12.0,2.0,10.0,v2
620,david_15255,david_8177,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340842,China,2014,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,12.0,2.0,10.0,v2
621,david_15255,david_8177,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340843,China,2014,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,12.0,2.0,10.0,v2
622,david_15255,david_8177,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340844,China,2014,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,12.0,2.0,10.0,v2
623,david_15255,david_8177,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340845,China,2014,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,12.0,2.0,10.0,v2
624,david_15255,david_8177,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340846,China,2014,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,12.0,2.0,10.0,v2
625,david_15255,david_8177,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340847,China,2014,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,12.0,2.0,10.0,v2
626,david_15255,david_8177,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340848,China,2014,Rattus norvegicus,Rattus,2439261.0,county,39.5,118.7,12.0,2.0,10.0,v2
627,david_15279,david_8201,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340849,China,2015,Rattus norvegicus,Rattus,2439261.0,county,38.516,114.99,69.0,10.0,59.0,v2
628,david_15279,david_8201,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340850,China,2015,Rattus norvegicus,Rattus,2439261.0,county,38.516,114.99,69.0,10.0,59.0,v2
629,david_15279,david_8201,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340851,China,2015,Rattus norvegicus,Rattus,2439261.0,county,38.516,114.99,69.0,10.0,59.0,v2
630,david_15279,david_8201,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340852,China,2015,Rattus norvegicus,Rattus,2439261.0,county,38.516,114.99,69.0,10.0,59.0,v2
631,david_15343,david_8265,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340853,China,2016,Rattus norvegicus,Rattus,2439261.0,county,40.611,118.485,56.0,20.0,36.0,v2
632,david_15343,david_8265,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340854,China,2016,Rattus norvegicus,Rattus,2439261.0,county,40.611,118.485,56.0,20.0,36.0,v2
633,david_15343,david_8265,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340855,China,2016,Rattus norvegicus,Rattus,2439261.0,county,40.611,118.485,56.0,20.0,36.0,v2
634,david_15343,david_8265,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340856,China,2016,Rattus norvegicus,Rattus,2439261.0,county,40.611,118.485,56.0,20.0,36.0,v2
635,david_15343,david_8265,david_53,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,MK340857,China,2016,Rattus norvegicus,Rattus,2439261.0,county,40.611,118.485,56.0,20.0,36.0,v2
636,david_15369,david_8291,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT223834,China,2013/2014,Apodemus agrarius,Apodemus,2437761.0,island,48.3611,134.8284,275.0,23.0,252.0,v2
637,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213428,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
638,david_15372,david_8294,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT223835,China,2013/2014,Myodes rutilus,Myodes,5706762.0,island,48.3611,134.8284,178.0,11.0,167.0,v2
639,david_15372,david_8294,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213429,China,2013/2014,Myodes rutilus,Myodes,5706762.0,island,48.3611,134.8284,178.0,11.0,167.0,v2
640,david_15369,david_8291,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213430,China,2013/2014,Apodemus agrarius,Apodemus,2437761.0,island,48.3611,134.8284,275.0,23.0,252.0,v2
641,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213432,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
642,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213433,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
643,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213434,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
644,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213435,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
645,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213436,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
646,david_15372,david_8294,david_54,Pathogen,Orthohantavirus khabarovskense,Orthohantavirus khabarovskense,Orthohantavirus khabarovskense,KT213437,China,2013/2014,Myodes rutilus,Myodes,5706762.0,island,48.3611,134.8284,178.0,11.0,167.0,v2
647,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213431,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
648,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213421,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
649,david_15372,david_8294,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213422,China,2013/2014,Myodes rutilus,Myodes,5706762.0,island,48.3611,134.8284,178.0,11.0,167.0,v2
650,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213424,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
651,david_15369,david_8291,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT223836,China,2013/2014,Apodemus agrarius,Apodemus,2437761.0,island,48.3611,134.8284,275.0,23.0,252.0,v2
652,david_15372,david_8294,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213425,China,2013/2014,Myodes rutilus,Myodes,5706762.0,island,48.3611,134.8284,178.0,11.0,167.0,v2
653,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213426,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
654,david_15373,david_8295,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213427,China,2013/2014,Microtus fortis,Microtus,2438675.0,island,48.3611,134.8284,136.0,13.0,123.0,v2
655,david_15370,david_8292,david_54,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus hantanense,KT213438,China,2013/2014,Rattus norvegicus,Rattus,2439261.0,island,48.3611,134.8284,12.0,1.0,11.0,v2
656,david_15375,david_8297,david_55,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,Orthohantavirus seoulense,KP055755,Vietnam,2013-03,Rattus argentiventer,Rattus,2439275.0,province,10.667,105.667,104.0,5.0,99.0,v2
658,david_23016,david_15933,david_56,Pathogen,Ngerengere mammarenavirus,Ngerengere mammarenavirus,Ngerengere mammarenavirus,OP775654,Tanzania,2009-12-01,Mus minutoides,Mus,2438796.0,site,-6.78,37.74,6.0,1.0,5.0,v2
659,david_23016,david_15933,david_56,Pathogen,Ngerengere mammarenavirus,Ngerengere mammarenavirus,Ngerengere mammarenavirus,OP775655,Tanzania,2009-12-01,Mus minutoides,Mus,2438796.0,site,-6.78,37.74,6.0,1.0,5.0,v2
661,david_22741,david_15658,david_56,Pathogen,Ngerengere mammarenavirus,Ngerengere mammarenavirus,Ngerengere mammarenavirus,OP775656,Tanzania,2009-12-01,Mus minutoides,Mus,2438796.0,site,-6.62,37.6,2.0,1.0,1.0,v2
662,david_22741,david_15658,david_56,Pathogen,Ngerengere mammarenavirus,Ngerengere mammarenavirus,Ngerengere mammarenavirus,OP775657,Tanzania,2009-12-01,Mus minutoides,Mus,2438796.0,site,-6.62,37.6,2.0,1.0,1.0,v2
665,david_20582,david_13499,david_56,Pathogen,Songea mammarenavirus,Songea mammarenavirus,Songea mammarenavirus,OP775658,Tanzania,2016-08-01,Grammomys dolichurus,Grammomys,2439202.0,site,-9.85,35.36,1.0,1.0,0.0,v2
666,david_20582,david_13499,david_56,Pathogen,Songea mammarenavirus,Songea mammarenavirus,Songea mammarenavirus,OP775659,Tanzania,2016-08-01,Grammomys dolichurus,Grammomys,2439202.0,site,-9.85,35.36,1.0,1.0,0.0,v2
669,david_15687,david_8604,david_56,Pathogen,Berega mammarenavirus,Berega mammarenavirus,Berega mammarenavirus,OP775660,Tanzania,2019-08-01,Grammomys dolichurus,Grammomys,2439202.0,site,-6.19,37.16,1.0,1.0,0.0,v2
670,david_15687,david_8604,david_56,Pathogen,Berega mammarenavirus,Berega mammarenavirus,Berega mammarenavirus,OP775661,Tanzania,2019-08-01,Grammomys dolichurus,Grammomys,2439202.0,site,-6.19,37.16,1.0,1.0,0.0,v2
671,david_25843,david_18706,david_62,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MH649272,Turkey,2016-10,Microtus arvalis,Microtus,2438606.0,site,39.826,41.325,4.0,4.0,0.0,v2
672,david_25843,david_18706,david_62,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MH660702,Turkey,2016-10,Microtus arvalis,Microtus,2438606.0,site,39.826,41.325,4.0,4.0,0.0,v2
673,david_25843,david_18706,david_62,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MH660704,Turkey,2016-10,Microtus arvalis,Microtus,2438606.0,site,39.826,41.325,4.0,4.0,0.0,v2
677,david_25843,david_18706,david_62,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MH649270,Turkey,2016-10,Microtus arvalis,Microtus,2438606.0,site,39.826,41.325,4.0,4.0,0.0,v2
678,david_25852,david_18715,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,HQ834499,China,1984/2014,Apodemus agrarius,Apodemus,2437761.0,county,34.113,108.606,5079.0,346.0,4733.0,v2
679,david_25852,david_18715,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,HQ834501,China,1984/2014,Apodemus agrarius,Apodemus,2437761.0,county,34.113,108.606,5079.0,346.0,4733.0,v2
680,david_25852,david_18715,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,HQ834503,China,1984/2014,Apodemus agrarius,Apodemus,2437761.0,county,34.113,108.606,5079.0,346.0,4733.0,v2
681,david_25852,david_18715,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,HQ834500,China,1984/2014,Apodemus agrarius,Apodemus,2437761.0,county,34.113,108.606,5079.0,346.0,4733.0,v2
682,david_25852,david_18715,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,HQ834505,China,1984/2014,Apodemus agrarius,Apodemus,2437761.0,county,34.113,108.606,5079.0,346.0,4733.0,v2
683,,,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,HQ834507,,,,,,,,,,,,v2
684,david_25852,david_18715,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,HQ834502,China,1984/2014,Apodemus agrarius,Apodemus,2437761.0,county,34.113,108.606,5079.0,346.0,4733.0,v2
685,david_25852,david_18715,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,HQ834504,China,1984/2014,Apodemus agrarius,Apodemus,2437761.0,county,34.113,108.606,5079.0,346.0,4733.0,v2
686,david_25852,david_18715,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,HQ834506,China,1984/2014,Apodemus agrarius,Apodemus,2437761.0,county,34.113,108.606,5079.0,346.0,4733.0,v2
687,,,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,JF421284,,,,,,,,,,,,v2
688,david_25853,david_18716,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,KC844228,China,1984/2014,Rattus norvegicus,Rattus,2439261.0,county,34.113,108.606,2237.0,12.0,2225.0,v2
689,,,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,JF421280,,,,,,,,,,,,v2
690,,,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,JF421282,,,,,,,,,,,,v2
691,,,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,KC844226,,,,,,,,,,,,v2
692,,,david_63,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan virus,JF421281,,,,,,,,,,,,v2
